"evt","SOA","Latency","Offset","evt_num","evt_descr","note"
"DIN2",360,230624,360,2,"std_rhythm","standard for rhythm"
"DIN2",180,230804,180,2,"std_rhythm","standard for rhythm"
"DIN3",180,230984,180,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN7",360,231344,360,7,"tune","mistuning"
"DI15",360,231704,360,15,NA,NA
"DIN5",710,232414,710,5,"key","key change"
"DI22",360,232774,360,22,NA,NA
"DI22",180,232954,180,22,NA,NA
"DI23",180,233134,180,23,NA,NA
"DI23",360,233494,360,23,NA,NA
"DIN9",360,233854,360,9,"timbre2","timbre (end of melody)"
"DIN1",710,234564,710,1,"std_key","standard for key"
"DIN2",360,234924,360,2,"std_rhythm","standard for rhythm"
"DIN2",180,235104,180,2,"std_rhythm","standard for rhythm"
"DIN7",180,235284,180,7,"tune","mistuning"
"DI14",350,235634,350,14,NA,NA
"DIN4",360,235994,360,4,"std_timbre","standard for timbre"
"DIN5",710,236704,710,5,"key","key change"
"DI22",360,237064,360,22,NA,NA
"DI22",180,237244,180,22,NA,NA
"DI23",170,237414,170,23,NA,NA
"DI23",360,237774,360,23,NA,NA
"DI24",360,238134,360,24,NA,NA
"DIN1",710,238844,710,1,"std_key","standard for key"
"DIN2",360,239204,360,2,"std_rhythm","standard for rhythm"
"DIN2",180,239384,180,2,"std_rhythm","standard for rhythm"
"DIN3",180,239564,180,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN7",360,239924,360,7,"tune","mistuning"
"DI15",360,240284,360,15,NA,NA
"DIN5",700,240984,700,5,"key","key change"
"DI22",360,241344,360,22,NA,NA
"DI22",180,241524,180,22,NA,NA
"DI23",180,241704,180,23,NA,NA
"DI23",360,242064,360,23,NA,NA
"DIN9",360,242424,360,9,"timbre2","timbre (end of melody)"
"DIN1",710,243134,710,1,"std_key","standard for key"
"DIN2",360,243494,360,2,"std_rhythm","standard for rhythm"
"DIN2",180,243674,180,2,"std_rhythm","standard for rhythm"
"DIN8",180,243854,180,8,"timbre1","timbre (middle of melody)"
"DIN3",360,244214,360,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN4",360,244574,360,4,"std_timbre","standard for timbre"
"DIN1",710,245284,710,1,"std_key","standard for key"
"DIN2",360,245644,360,2,"std_rhythm","standard for rhythm"
"DIN3",180,245824,180,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN2",360,246184,360,2,"std_rhythm","standard for rhythm"
"DIN3",180,246364,180,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN4",360,246724,360,4,"std_timbre","standard for timbre"
"DIN1",710,247434,710,1,"std_key","standard for key"
"DIN2",360,247794,360,2,"std_rhythm","standard for rhythm"
"DIN3",180,247974,180,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN2",360,248334,360,2,"std_rhythm","standard for rhythm"
"DIN3",180,248514,180,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN4",360,248874,360,4,"std_timbre","standard for timbre"
"DIN5",710,249584,710,5,"key","key change"
"DI22",360,249944,360,22,NA,NA
"DI23",180,250124,180,23,NA,NA
"DI22",360,250484,360,22,NA,NA
"DI23",180,250664,180,23,NA,NA
"DI24",360,251024,360,24,NA,NA
"DIN1",710,251734,710,1,"std_key","standard for key"
"DIN2",360,252094,360,2,"std_rhythm","standard for rhythm"
"DI10",180,252274,180,10,"rhythm2","rhythm change (short tone)"
"DI14",170,252444,170,14,NA,NA
"DIN3",360,252804,360,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN4",360,253164,360,4,"std_timbre","standard for timbre"
"DIN1",710,253874,710,1,"std_key","standard for key"
"DIN2",360,254234,360,2,"std_rhythm","standard for rhythm"
"DIN2",180,254414,180,2,"std_rhythm","standard for rhythm"
"DIN6",180,254594,180,6,"melody","melody change"
"DI14",360,254954,360,14,NA,NA
"DIN4",360,255314,360,4,"std_timbre","standard for timbre"
"DIN5",710,256024,710,5,"key","key change"
"DI22",360,256384,360,22,NA,NA
"DI22",180,256564,180,22,NA,NA
"DI23",180,256744,180,23,NA,NA
"DI23",359,257103,359,23,NA,NA
"DIN9",361,257464,361,9,"timbre2","timbre (end of melody)"
"DIN1",700,258164,700,1,"std_key","standard for key"
"DIN2",360,258524,360,2,"std_rhythm","standard for rhythm"
"DIN2",180,258704,180,2,"std_rhythm","standard for rhythm"
"DIN6",180,258884,180,6,"melody","melody change"
"DI14",360,259244,360,14,NA,NA
"DI15",350,259594,350,15,NA,NA
"DIN5",709,260303,709,5,"key","key change"
"D101",361,260664,361,101,"rhythm1","rhythm change (long tone)"
"DI13",360,261024,360,13,NA,NA
"DI13",180,261204,180,13,NA,NA
"DIN8",180,261384,180,8,"timbre1","timbre (middle of melody)"
"DIN4",360,261744,360,4,"std_timbre","standard for timbre"
"DIN1",710,262454,710,1,"std_key","standard for key"
"DIN3",360,262814,360,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN2",360,263174,360,2,"std_rhythm","standard for rhythm"
"DIN2",180,263354,180,2,"std_rhythm","standard for rhythm"
"DIN6",180,263534,180,6,"melody","melody change"
"DIN9",360,263894,360,9,"timbre2","timbre (end of melody)"
"DIN1",710,264604,710,1,"std_key","standard for key"
"DIN7",360,264964,360,7,"tune","mistuning"
"DI13",360,265324,360,13,NA,NA
"DIN2",180,265504,180,2,"std_rhythm","standard for rhythm"
"DIN8",180,265684,180,8,"timbre1","timbre (middle of melody)"
"DIN4",360,266044,360,4,"std_timbre","standard for timbre"
"DIN1",710,266754,710,1,"std_key","standard for key"
"DIN3",360,267114,360,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN2",360,267474,360,2,"std_rhythm","standard for rhythm"
"D101",180,267654,180,101,"rhythm1","rhythm change (long tone)"
"DI13",360,268014,360,13,NA,NA
"DIN4",180,268194,180,4,"std_timbre","standard for timbre"
"DIN1",710,268904,710,1,"std_key","standard for key"
"DIN3",360,269264,360,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN2",350,269614,350,2,"std_rhythm","standard for rhythm"
"DIN7",180,269794,180,7,"tune","mistuning"
"DI13",360,270154,360,13,NA,NA
"DIN9",180,270334,180,9,"timbre2","timbre (end of melody)"
"DIN1",710,271044,710,1,"std_key","standard for key"
"DIN3",360,271404,360,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN2",360,271764,360,2,"std_rhythm","standard for rhythm"
"DIN6",180,271944,180,6,"melody","melody change"
"DI13",360,272304,360,13,NA,NA
"DIN4",180,272484,180,4,"std_timbre","standard for timbre"
"DIN1",710,273194,710,1,"std_key","standard for key"
"DIN3",360,273554,360,3,"std","standard for mistuning, rhythm, timbre, melody"
"D101",360,273914,360,101,"rhythm1","rhythm change (long tone)"
"DI13",360,274274,360,13,NA,NA
"DIN2",170,274444,170,2,"std_rhythm","standard for rhythm"
"DIN4",180,274624,180,4,"std_timbre","standard for timbre"
"DIN1",710,275334,710,1,"std_key","standard for key"
"DIN7",360,275694,360,7,"tune","mistuning"
"DI14",360,276054,360,14,NA,NA
"DIN2",360,276414,360,2,"std_rhythm","standard for rhythm"
"DIN2",180,276594,180,2,"std_rhythm","standard for rhythm"
"DIN4",180,276774,180,4,"std_timbre","standard for timbre"
"DIN1",710,277484,710,1,"std_key","standard for key"
"DIN3",360,277844,360,3,"std","standard for mistuning, rhythm, timbre, melody"
"DI10",360,278204,360,10,"rhythm2","rhythm change (short tone)"
"DI13",180,278384,180,13,NA,NA
"DI13",360,278744,360,13,NA,NA
"DI15",180,278924,180,15,NA,NA
"DIN1",710,279634,710,1,"std_key","standard for key"
"DIN3",360,279994,360,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN2",360,280354,360,2,"std_rhythm","standard for rhythm"
"DIN6",180,280534,180,6,"melody","melody change"
"DI13",360,280894,360,13,NA,NA
"DIN4",180,281074,180,4,"std_timbre","standard for timbre"
"DIN1",710,281784,710,1,"std_key","standard for key"
"DIN3",360,282144,360,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN2",360,282504,360,2,"std_rhythm","standard for rhythm"
"DI10",180,282684,180,10,"rhythm2","rhythm change (short tone)"
"DI14",180,282864,180,14,NA,NA
"DIN4",360,283224,360,4,"std_timbre","standard for timbre"
"DIN1",710,283934,710,1,"std_key","standard for key"
"DIN8",360,284294,360,8,"timbre1","timbre (middle of melody)"
"DIN2",360,284654,360,2,"std_rhythm","standard for rhythm"
"DIN2",180,284834,180,2,"std_rhythm","standard for rhythm"
"DIN6",180,285014,180,6,"melody","melody change"
"DI15",360,285374,360,15,NA,NA
"DIN5",710,286084,710,5,"key","key change"
"DI23",360,286444,360,23,NA,NA
"DI22",360,286804,360,22,NA,NA
"DI22",180,286984,180,22,NA,NA
"DIN8",180,287164,180,8,"timbre1","timbre (middle of melody)"
"DIN4",360,287524,360,4,"std_timbre","standard for timbre"
"DIN1",710,288234,710,1,"std_key","standard for key"
"DIN3",360,288594,360,3,"std","standard for mistuning, rhythm, timbre, melody"
"D101",360,288954,360,101,"rhythm1","rhythm change (long tone)"
"DI13",360,289314,360,13,NA,NA
"DI13",180,289494,180,13,NA,NA
"DIN4",180,289674,180,4,"std_timbre","standard for timbre"
"DIN1",710,290384,710,1,"std_key","standard for key"
"DIN3",360,290744,360,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN3",360,291104,360,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN2",360,291464,360,2,"std_rhythm","standard for rhythm"
"DIN2",180,291644,180,2,"std_rhythm","standard for rhythm"
"DIN4",180,291824,180,4,"std_timbre","standard for timbre"
"DIN5",710,292534,710,5,"key","key change"
"DI23",360,292894,360,23,NA,NA
"DI10",360,293254,360,10,"rhythm2","rhythm change (short tone)"
"DI14",170,293424,170,14,NA,NA
"DI13",360,293784,360,13,NA,NA
"DI24",180,293964,180,24,NA,NA
"DIN1",710,294674,710,1,"std_key","standard for key"
"DIN3",360,295034,360,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN2",360,295394,360,2,"std_rhythm","standard for rhythm"
"DIN3",180,295574,180,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN2",360,295934,360,2,"std_rhythm","standard for rhythm"
"DIN4",180,296114,180,4,"std_timbre","standard for timbre"
"DIN1",710,296824,710,1,"std_key","standard for key"
"DIN3",360,297184,360,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN2",360,297544,360,2,"std_rhythm","standard for rhythm"
"DIN6",180,297724,180,6,"melody","melody change"
"DI13",360,298084,360,13,NA,NA
"DIN4",180,298264,180,4,"std_timbre","standard for timbre"
"DIN1",710,298974,710,1,"std_key","standard for key"
"DIN4",360,299334,360,4,"std_timbre","standard for timbre"
"DI13",360,299694,360,13,NA,NA
"DIN3",180,299874,180,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN2",360,300234,360,2,"std_rhythm","standard for rhythm"
"DIN4",180,300414,180,4,"std_timbre","standard for timbre"
"DIN1",710,301124,710,1,"std_key","standard for key"
"DIN3",360,301484,360,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN2",360,301844,360,2,"std_rhythm","standard for rhythm"
"DIN6",180,302024,180,6,"melody","melody change"
"DI13",360,302384,360,13,NA,NA
"DIN4",180,302564,180,4,"std_timbre","standard for timbre"
"DIN1",710,303274,710,1,"std_key","standard for key"
"DIN3",350,303624,350,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN2",360,303984,360,2,"std_rhythm","standard for rhythm"
"DIN3",180,304164,180,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN2",360,304524,360,2,"std_rhythm","standard for rhythm"
"DIN4",180,304704,180,4,"std_timbre","standard for timbre"
"DIN1",710,305414,710,1,"std_key","standard for key"
"DIN3",360,305774,360,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN2",360,306134,360,2,"std_rhythm","standard for rhythm"
"DIN6",180,306314,180,6,"melody","melody change"
"DI13",350,306664,350,13,NA,NA
"DIN4",170,306834,170,4,"std_timbre","standard for timbre"
"DIN1",710,307544,710,1,"std_key","standard for key"
"DIN3",360,307904,360,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN2",360,308264,360,2,"std_rhythm","standard for rhythm"
"DIN3",180,308444,180,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN2",360,308804,360,2,"std_rhythm","standard for rhythm"
"DIN4",180,308984,180,4,"std_timbre","standard for timbre"
"DIN5",710,309694,710,5,"key","key change"
"DI23",360,310054,360,23,NA,NA
"DI22",360,310414,360,22,NA,NA
"DI23",180,310594,180,23,NA,NA
"DI22",360,310954,360,22,NA,NA
"DI24",180,311134,180,24,NA,NA
"DIN1",710,311844,710,1,"std_key","standard for key"
"DIN3",360,312204,360,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN2",360,312564,360,2,"std_rhythm","standard for rhythm"
"DIN6",180,312744,180,6,"melody","melody change"
"DI13",350,313094,350,13,NA,NA
"DIN9",180,313274,180,9,"timbre2","timbre (end of melody)"
"DIN1",700,313974,700,1,"std_key","standard for key"
"DIN7",360,314334,360,7,"tune","mistuning"
"DI13",360,314694,360,13,NA,NA
"DIN3",180,314874,180,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN2",350,315224,350,2,"std_rhythm","standard for rhythm"
"DIN4",180,315404,180,4,"std_timbre","standard for timbre"
"DIN5",710,316114,710,5,"key","key change"
"DI23",360,316474,360,23,NA,NA
"DI22",360,316834,360,22,NA,NA
"DI23",180,317014,180,23,NA,NA
"DI22",360,317374,360,22,NA,NA
"DI24",180,317554,180,24,NA,NA
"DIN1",710,318264,710,1,"std_key","standard for key"
"DIN3",360,318624,360,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN2",360,318984,360,2,"std_rhythm","standard for rhythm"
"DIN7",180,319164,180,7,"tune","mistuning"
"DI13",360,319524,360,13,NA,NA
"DIN4",180,319704,180,4,"std_timbre","standard for timbre"
"DIN5",710,320414,710,5,"key","key change"
"DIN8",360,320774,360,8,"timbre1","timbre (middle of melody)"
"DIN2",360,321134,360,2,"std_rhythm","standard for rhythm"
"DI10",180,321314,180,10,"rhythm2","rhythm change (short tone)"
"DI14",180,321494,180,14,NA,NA
"DIN4",360,321854,360,4,"std_timbre","standard for timbre"
"DIN1",710,322564,710,1,"std_key","standard for key"
"DIN7",360,322924,360,7,"tune","mistuning"
"DI13",350,323274,350,13,NA,NA
"DIN2",180,323454,180,2,"std_rhythm","standard for rhythm"
"DIN3",180,323634,180,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN4",360,323994,360,4,"std_timbre","standard for timbre"
"DIN5",710,324704,710,5,"key","key change"
"DI10",360,325064,360,10,"rhythm2","rhythm change (short tone)"
"DI13",180,325244,180,13,NA,NA
"DIN3",180,325424,180,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN3",360,325784,360,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN4",360,326144,360,4,"std_timbre","standard for timbre"
"DIN1",710,326854,710,1,"std_key","standard for key"
"DIN2",360,327214,360,2,"std_rhythm","standard for rhythm"
"DIN2",180,327394,180,2,"std_rhythm","standard for rhythm"
"DIN3",180,327574,180,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN7",360,327934,360,7,"tune","mistuning"
"DI15",360,328294,360,15,NA,NA
"DIN5",710,329004,710,5,"key","key change"
"DI22",360,329364,360,22,NA,NA
"DI22",180,329544,180,22,NA,NA
"DI23",180,329724,180,23,NA,NA
"DI23",360,330084,360,23,NA,NA
"DIN9",360,330444,360,9,"timbre2","timbre (end of melody)"
"DIN1",710,331154,710,1,"std_key","standard for key"
"DIN2",360,331514,360,2,"std_rhythm","standard for rhythm"
"DIN2",180,331694,180,2,"std_rhythm","standard for rhythm"
"DIN7",180,331874,180,7,"tune","mistuning"
"DI14",360,332234,360,14,NA,NA
"DIN4",360,332594,360,4,"std_timbre","standard for timbre"
"DIN5",710,333304,710,5,"key","key change"
"DI22",360,333664,360,22,NA,NA
"DI22",180,333844,180,22,NA,NA
"DI23",180,334024,180,23,NA,NA
"DI23",360,334384,360,23,NA,NA
"DI24",360,334744,360,24,NA,NA
"DIN1",710,335454,710,1,"std_key","standard for key"
"DIN2",360,335814,360,2,"std_rhythm","standard for rhythm"
"DIN2",180,335994,180,2,"std_rhythm","standard for rhythm"
"DIN3",180,336174,180,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN7",360,336534,360,7,"tune","mistuning"
"DI15",360,336894,360,15,NA,NA
"DIN5",710,337604,710,5,"key","key change"
"DI22",360,337964,360,22,NA,NA
"DI22",180,338144,180,22,NA,NA
"DI23",180,338324,180,23,NA,NA
"DI23",360,338684,360,23,NA,NA
"DIN9",360,339044,360,9,"timbre2","timbre (end of melody)"
"DIN1",710,339754,710,1,"std_key","standard for key"
"DIN2",360,340114,360,2,"std_rhythm","standard for rhythm"
"DIN2",180,340294,180,2,"std_rhythm","standard for rhythm"
"DIN8",180,340474,180,8,"timbre1","timbre (middle of melody)"
"DIN3",360,340834,360,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN4",360,341194,360,4,"std_timbre","standard for timbre"
"DIN1",710,341904,710,1,"std_key","standard for key"
"DIN2",360,342264,360,2,"std_rhythm","standard for rhythm"
"DIN3",180,342444,180,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN2",360,342804,360,2,"std_rhythm","standard for rhythm"
"DIN3",180,342984,180,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN4",360,343344,360,4,"std_timbre","standard for timbre"
"DIN1",710,344054,710,1,"std_key","standard for key"
"DIN2",360,344414,360,2,"std_rhythm","standard for rhythm"
"DIN3",180,344594,180,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN2",360,344954,360,2,"std_rhythm","standard for rhythm"
"DIN3",180,345134,180,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN4",360,345494,360,4,"std_timbre","standard for timbre"
"DIN5",710,346204,710,5,"key","key change"
"DI22",360,346564,360,22,NA,NA
"DI23",180,346744,180,23,NA,NA
"DI22",360,347104,360,22,NA,NA
"DI23",180,347284,180,23,NA,NA
"DI24",360,347644,360,24,NA,NA
"DIN1",710,348354,710,1,"std_key","standard for key"
"DIN2",360,348714,360,2,"std_rhythm","standard for rhythm"
"DI10",180,348894,180,10,"rhythm2","rhythm change (short tone)"
"DI14",180,349074,180,14,NA,NA
"DIN3",360,349434,360,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN4",360,349794,360,4,"std_timbre","standard for timbre"
"DIN1",710,350504,710,1,"std_key","standard for key"
"DIN2",360,350864,360,2,"std_rhythm","standard for rhythm"
"DIN2",180,351044,180,2,"std_rhythm","standard for rhythm"
"DIN6",180,351224,180,6,"melody","melody change"
"DI14",360,351584,360,14,NA,NA
"DIN4",360,351944,360,4,"std_timbre","standard for timbre"
"DIN5",710,352654,710,5,"key","key change"
"DI22",360,353014,360,22,NA,NA
"DI22",180,353194,180,22,NA,NA
"DI23",180,353374,180,23,NA,NA
"DI23",360,353734,360,23,NA,NA
"DIN9",360,354094,360,9,"timbre2","timbre (end of melody)"
"DIN1",700,354794,700,1,"std_key","standard for key"
"DIN2",360,355154,360,2,"std_rhythm","standard for rhythm"
"DIN2",180,355334,180,2,"std_rhythm","standard for rhythm"
"DIN6",180,355514,180,6,"melody","melody change"
"DI14",360,355874,360,14,NA,NA
"DI15",360,356234,360,15,NA,NA
"DIN5",710,356944,710,5,"key","key change"
"D101",360,357304,360,101,"rhythm1","rhythm change (long tone)"
"DI13",360,357664,360,13,NA,NA
"DI13",180,357844,180,13,NA,NA
"DIN8",180,358024,180,8,"timbre1","timbre (middle of melody)"
"DIN4",360,358384,360,4,"std_timbre","standard for timbre"
"DIN1",710,359094,710,1,"std_key","standard for key"
"DIN3",360,359454,360,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN2",360,359814,360,2,"std_rhythm","standard for rhythm"
"DIN2",180,359994,180,2,"std_rhythm","standard for rhythm"
"DIN6",180,360174,180,6,"melody","melody change"
"DIN9",360,360534,360,9,"timbre2","timbre (end of melody)"
"DIN1",710,361244,710,1,"std_key","standard for key"
"DIN7",350,361594,350,7,"tune","mistuning"
"DI13",360,361954,360,13,NA,NA
"DIN2",180,362134,180,2,"std_rhythm","standard for rhythm"
"DIN8",180,362314,180,8,"timbre1","timbre (middle of melody)"
"DIN4",360,362674,360,4,"std_timbre","standard for timbre"
"DIN1",710,363384,710,1,"std_key","standard for key"
"DIN3",360,363744,360,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN2",360,364104,360,2,"std_rhythm","standard for rhythm"
"D101",180,364284,180,101,"rhythm1","rhythm change (long tone)"
"DI13",360,364644,360,13,NA,NA
"DIN4",180,364824,180,4,"std_timbre","standard for timbre"
"DIN1",710,365534,710,1,"std_key","standard for key"
"DIN3",360,365894,360,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN2",360,366254,360,2,"std_rhythm","standard for rhythm"
"DIN7",180,366434,180,7,"tune","mistuning"
"DI13",360,366794,360,13,NA,NA
"DIN9",180,366974,180,9,"timbre2","timbre (end of melody)"
"DIN1",710,367684,710,1,"std_key","standard for key"
"DIN3",360,368044,360,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN2",360,368404,360,2,"std_rhythm","standard for rhythm"
"DIN6",180,368584,180,6,"melody","melody change"
"DI13",360,368944,360,13,NA,NA
"DIN4",180,369124,180,4,"std_timbre","standard for timbre"
"DIN1",710,369834,710,1,"std_key","standard for key"
"DIN3",360,370194,360,3,"std","standard for mistuning, rhythm, timbre, melody"
"D101",360,370554,360,101,"rhythm1","rhythm change (long tone)"
"DI13",360,370914,360,13,NA,NA
"DIN2",180,371094,180,2,"std_rhythm","standard for rhythm"
"DIN4",180,371274,180,4,"std_timbre","standard for timbre"
"DIN1",700,371974,700,1,"std_key","standard for key"
"DIN7",360,372334,360,7,"tune","mistuning"
"DI14",360,372694,360,14,NA,NA
"DIN2",360,373054,360,2,"std_rhythm","standard for rhythm"
"DIN2",180,373234,180,2,"std_rhythm","standard for rhythm"
"DIN4",180,373414,180,4,"std_timbre","standard for timbre"
"DIN1",710,374124,710,1,"std_key","standard for key"
"DIN3",360,374484,360,3,"std","standard for mistuning, rhythm, timbre, melody"
"DI10",360,374844,360,10,"rhythm2","rhythm change (short tone)"
"DI13",180,375024,180,13,NA,NA
"DI13",360,375384,360,13,NA,NA
"DI15",180,375564,180,15,NA,NA
"DIN1",710,376274,710,1,"std_key","standard for key"
"DIN3",360,376634,360,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN2",360,376994,360,2,"std_rhythm","standard for rhythm"
"DIN6",180,377174,180,6,"melody","melody change"
"DI13",360,377534,360,13,NA,NA
"DIN4",180,377714,180,4,"std_timbre","standard for timbre"
"DIN1",710,378424,710,1,"std_key","standard for key"
"DIN3",360,378784,360,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN2",360,379144,360,2,"std_rhythm","standard for rhythm"
"DI10",180,379324,180,10,"rhythm2","rhythm change (short tone)"
"DI14",180,379504,180,14,NA,NA
"DIN4",360,379864,360,4,"std_timbre","standard for timbre"
"DIN1",710,380574,710,1,"std_key","standard for key"
"DIN8",360,380934,360,8,"timbre1","timbre (middle of melody)"
"DIN2",360,381294,360,2,"std_rhythm","standard for rhythm"
"DIN2",180,381474,180,2,"std_rhythm","standard for rhythm"
"DIN6",180,381654,180,6,"melody","melody change"
"DI15",360,382014,360,15,NA,NA
"DIN5",710,382724,710,5,"key","key change"
"DI23",360,383084,360,23,NA,NA
"DI22",360,383444,360,22,NA,NA
"DI22",180,383624,180,22,NA,NA
"DIN8",180,383804,180,8,"timbre1","timbre (middle of melody)"
"DIN4",360,384164,360,4,"std_timbre","standard for timbre"
"DIN1",710,384874,710,1,"std_key","standard for key"
"DIN3",360,385234,360,3,"std","standard for mistuning, rhythm, timbre, melody"
"D101",360,385594,360,101,"rhythm1","rhythm change (long tone)"
"DI13",360,385954,360,13,NA,NA
"DI13",180,386134,180,13,NA,NA
"DIN4",180,386314,180,4,"std_timbre","standard for timbre"
"DIN1",710,387024,710,1,"std_key","standard for key"
"DIN3",360,387384,360,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN3",360,387744,360,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN2",360,388104,360,2,"std_rhythm","standard for rhythm"
"DIN2",180,388284,180,2,"std_rhythm","standard for rhythm"
"DIN4",170,388454,170,4,"std_timbre","standard for timbre"
"DIN5",710,389164,710,5,"key","key change"
"DI23",360,389524,360,23,NA,NA
"DI10",360,389884,360,10,"rhythm2","rhythm change (short tone)"
"DI14",180,390064,180,14,NA,NA
"DI13",360,390424,360,13,NA,NA
"DI24",180,390604,180,24,NA,NA
"DIN1",710,391314,710,1,"std_key","standard for key"
"DIN3",360,391674,360,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN2",360,392034,360,2,"std_rhythm","standard for rhythm"
"DIN3",180,392214,180,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN2",360,392574,360,2,"std_rhythm","standard for rhythm"
"DIN4",180,392754,180,4,"std_timbre","standard for timbre"
"DIN1",710,393464,710,1,"std_key","standard for key"
"DIN3",360,393824,360,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN2",360,394184,360,2,"std_rhythm","standard for rhythm"
"DIN6",180,394364,180,6,"melody","melody change"
"DI13",360,394724,360,13,NA,NA
"DIN4",180,394904,180,4,"std_timbre","standard for timbre"
"DIN1",710,395614,710,1,"std_key","standard for key"
"DIN4",360,395974,360,4,"std_timbre","standard for timbre"
"DI13",360,396334,360,13,NA,NA
"DIN3",180,396514,180,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN2",360,396874,360,2,"std_rhythm","standard for rhythm"
"DIN4",180,397054,180,4,"std_timbre","standard for timbre"
"DIN1",710,397764,710,1,"std_key","standard for key"
"DIN3",360,398124,360,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN2",360,398484,360,2,"std_rhythm","standard for rhythm"
"DIN6",180,398664,180,6,"melody","melody change"
"DI13",360,399024,360,13,NA,NA
"DIN4",180,399204,180,4,"std_timbre","standard for timbre"
"DIN1",710,399914,710,1,"std_key","standard for key"
"DIN3",360,400274,360,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN2",360,400634,360,2,"std_rhythm","standard for rhythm"
"DIN3",180,400814,180,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN2",360,401174,360,2,"std_rhythm","standard for rhythm"
"DIN4",180,401354,180,4,"std_timbre","standard for timbre"
"DIN1",710,402064,710,1,"std_key","standard for key"
"DIN3",360,402424,360,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN2",360,402784,360,2,"std_rhythm","standard for rhythm"
"DIN6",180,402964,180,6,"melody","melody change"
"DI13",360,403324,360,13,NA,NA
"DIN4",180,403504,180,4,"std_timbre","standard for timbre"
"DIN1",710,404214,710,1,"std_key","standard for key"
"DIN3",360,404574,360,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN2",360,404934,360,2,"std_rhythm","standard for rhythm"
"DIN3",180,405114,180,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN2",360,405474,360,2,"std_rhythm","standard for rhythm"
"DIN4",180,405654,180,4,"std_timbre","standard for timbre"
"DIN5",710,406364,710,5,"key","key change"
"DI23",360,406724,360,23,NA,NA
"DI22",360,407084,360,22,NA,NA
"DI23",180,407264,180,23,NA,NA
"DI22",360,407624,360,22,NA,NA
"DI24",180,407804,180,24,NA,NA
"DIN1",710,408514,710,1,"std_key","standard for key"
"DIN3",360,408874,360,3,"std","standard for mistuning, rhythm, timbre, melody"
"DIN2",360,409234,360,2,"std_rhythm","standard for rhythm"
"DIN6",180,409414,180,6,"melody","melody change"
